MS-DRG,DRG_CODE,MDC,TYPE,DESCRIPTION,WEIGHT
34,34,01,SURG,CAROTID ARTERY STENT PROCEDURE W MCC,3.5003
35,35,01,SURG,CAROTID ARTERY STENT PROCEDURE W CC,2.1459
36,36,01,SURG,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,1.655
37,37,01,SURG,EXTRACRANIAL PROCEDURES W MCC,3.0845
38,38,01,SURG,EXTRACRANIAL PROCEDURES W CC,1.5804
39,39,01,SURG,EXTRACRANIAL PROCEDURES W/O CC/MCC,1.0305
40,40,01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,4.0331
41,41,01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,2.1775
42,42,01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC,1.7442
52,52,01,MED,SPINAL DISORDERS & INJURIES W CC/MCC,1.539
53,53,01,MED,SPINAL DISORDERS & INJURIES W/O CC/MCC,0.8554
54,54,01,MED,NERVOUS SYSTEM NEOPLASMS W MCC,1.468
55,55,01,MED,NERVOUS SYSTEM NEOPLASMS W/O MCC,1.076
56,56,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,1.7656
57,57,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,0.9652
58,58,01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC,1.5223
59,59,01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,1.0181
60,60,01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,0.7618
61,61,01,MED,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,2.8804
62,62,01,MED,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,1.9506
63,63,01,MED,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,1.5361
64,64,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,1.8555
65,65,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,1.1485
66,66,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,0.8105
67,67,01,MED,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,1.4475
68,68,01,MED,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,0.8901
69,69,01,MED,TRANSIENT ISCHEMIA,0.7347
70,70,01,MED,NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,1.803
71,71,01,MED,NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,1.0578
72,72,01,MED,NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,0.7237
73,73,01,MED,CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,1.2955
74,74,01,MED,CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,0.8644
75,75,01,MED,VIRAL MENINGITIS W CC/MCC,1.7196
76,76,01,MED,VIRAL MENINGITIS W/O CC/MCC,0.8751
77,77,01,MED,HYPERTENSIVE ENCEPHALOPATHY W MCC,1.6587
78,78,01,MED,HYPERTENSIVE ENCEPHALOPATHY W CC,1.02
79,79,01,MED,HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC,0.7218
80,80,01,MED,NONTRAUMATIC STUPOR & COMA W MCC,1.1865
81,81,01,MED,NONTRAUMATIC STUPOR & COMA W/O MCC,0.7374
82,82,01,MED,"TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",2.0265
83,83,01,MED,"TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",1.3567
84,84,01,MED,"TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC",0.8422
85,85,01,MED,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",2.1483
86,86,01,MED,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",1.1759
87,87,01,MED,"TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",0.7834
88,88,01,MED,CONCUSSION W MCC,1.6177
89,89,01,MED,CONCUSSION W CC,0.9809
90,90,01,MED,CONCUSSION W/O CC/MCC,0.7297
91,91,01,MED,OTHER DISORDERS OF NERVOUS SYSTEM W MCC,1.6238
92,92,01,MED,OTHER DISORDERS OF NERVOUS SYSTEM W CC,0.9247
93,93,01,MED,OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,0.6751
94,94,01,MED,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,3.4244
95,95,01,MED,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,2.3762
96,96,01,MED,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,1.9069
97,97,01,MED,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,3.2139
98,98,01,MED,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,1.8279
99,99,01,MED,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,1.2299
100,100,01,MED,SEIZURES W MCC,1.5254
101,101,01,MED,SEIZURES W/O MCC,0.762
102,102,01,MED,HEADACHES W MCC,1.0129
103,103,01,MED,HEADACHES W/O MCC,0.6677
113,113,02,SURG,ORBITAL PROCEDURES W CC/MCC,1.8841
114,114,02,SURG,ORBITAL PROCEDURES W/O CC/MCC,0.9275
115,115,02,SURG,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,1.2246
116,116,02,SURG,INTRAOCULAR PROCEDURES W CC/MCC,1.2982
117,117,02,SURG,INTRAOCULAR PROCEDURES W/O CC/MCC,0.7657
121,121,02,MED,ACUTE MAJOR EYE INFECTIONS W CC/MCC,1.044
122,122,02,MED,ACUTE MAJOR EYE INFECTIONS W/O CC/MCC,0.6304
123,123,02,MED,NEUROLOGICAL EYE DISORDERS,0.7135
124,124,02,MED,OTHER DISORDERS OF THE EYE W MCC,1.1702
125,125,02,MED,OTHER DISORDERS OF THE EYE W/O MCC,0.6918
129,129,03,SURG,MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,2.2143
130,130,03,SURG,MAJOR HEAD & NECK PROCEDURES W/O CC/MCC,1.1858
131,131,03,SURG,CRANIAL/FACIAL PROCEDURES W CC/MCC,2.2558
132,132,03,SURG,CRANIAL/FACIAL PROCEDURES W/O CC/MCC,1.1974
133,133,03,SURG,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",1.7241
134,134,03,SURG,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC",0.8722
135,135,03,SURG,SINUS & MASTOID PROCEDURES W CC/MCC,1.9963
136,136,03,SURG,SINUS & MASTOID PROCEDURES W/O CC/MCC,1.0114
137,137,03,SURG,MOUTH PROCEDURES W CC/MCC,1.316
138,138,03,SURG,MOUTH PROCEDURES W/O CC/MCC,0.7784
139,139,03,SURG,SALIVARY GLAND PROCEDURES,0.9009
146,146,03,MED,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",2.0669
147,147,03,MED,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC",1.2268
148,148,03,MED,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",0.7521
149,149,03,MED,DYSEQUILIBRIUM,0.635
150,150,03,MED,EPISTAXIS W MCC,1.3103
151,151,03,MED,EPISTAXIS W/O MCC,0.6601
152,152,03,MED,OTITIS MEDIA & URI W MCC,0.957
153,153,03,MED,OTITIS MEDIA & URI W/O MCC,0.6296
154,154,03,MED,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",1.4235
155,155,03,MED,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",0.8985
156,156,03,MED,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC",0.6192
157,157,03,MED,DENTAL & ORAL DISEASES W MCC,1.6092
158,158,03,MED,DENTAL & ORAL DISEASES W CC,0.8971
159,159,03,MED,DENTAL & ORAL DISEASES W/O CC/MCC,0.5801
163,163,04,SURG,MAJOR CHEST PROCEDURES W MCC,5.091
164,164,04,SURG,MAJOR CHEST PROCEDURES W CC,2.6029
165,165,04,SURG,MAJOR CHEST PROCEDURES W/O CC/MCC,1.7854
166,166,04,SURG,OTHER RESP SYSTEM O.R. PROCEDURES W MCC,3.7322
167,167,04,SURG,OTHER RESP SYSTEM O.R. PROCEDURES W CC,2.0575
168,168,04,SURG,OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,1.2791
175,175,04,MED,PULMONARY EMBOLISM W MCC,1.6212
176,176,04,MED,PULMONARY EMBOLISM W/O MCC,1.0485
177,177,04,MED,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,2.0653
178,178,04,MED,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,1.4653
179,179,04,MED,RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,1.0025
180,180,04,MED,RESPIRATORY NEOPLASMS W MCC,1.7403
181,181,04,MED,RESPIRATORY NEOPLASMS W CC,1.2237
182,182,04,MED,RESPIRATORY NEOPLASMS W/O CC/MCC,0.8446
183,183,04,MED,MAJOR CHEST TRAUMA W MCC,1.4695
184,184,04,MED,MAJOR CHEST TRAUMA W CC,1.0086
185,185,04,MED,MAJOR CHEST TRAUMA W/O CC/MCC,0.7013
186,186,04,MED,PLEURAL EFFUSION W MCC,1.5824
187,187,04,MED,PLEURAL EFFUSION W CC,1.1123
188,188,04,MED,PLEURAL EFFUSION W/O CC/MCC,0.7699
189,189,04,MED,PULMONARY EDEMA & RESPIRATORY FAILURE,1.2694
190,190,04,MED,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,1.1684
191,191,04,MED,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,0.9628
192,192,04,MED,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,0.7081
193,193,04,MED,SIMPLE PNEUMONIA & PLEURISY W MCC,1.4948
194,194,04,MED,SIMPLE PNEUMONIA & PLEURISY W CC,1.0026
195,195,04,MED,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,0.7037
196,196,04,MED,INTERSTITIAL LUNG DISEASE W MCC,1.6571
197,197,04,MED,INTERSTITIAL LUNG DISEASE W CC,1.0943
198,198,04,MED,INTERSTITIAL LUNG DISEASE W/O CC/MCC,0.7839
199,199,04,MED,PNEUMOTHORAX W MCC,1.8145
200,200,04,MED,PNEUMOTHORAX W CC,0.9892
201,201,04,MED,PNEUMOTHORAX W/O CC/MCC,0.7121
202,202,04,MED,BRONCHITIS & ASTHMA W CC/MCC,0.8519
203,203,04,MED,BRONCHITIS & ASTHMA W/O CC/MCC,0.6133
204,204,04,MED,RESPIRATORY SIGNS & SYMPTOMS,0.6564
205,205,04,MED,OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,1.3324
206,206,04,MED,OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,0.7565
207,207,04,MED,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,5.2933
208,208,04,MED,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,2.2704
215,215,05,SURG,OTHER HEART ASSIST SYSTEM IMPLANT,13.7629
216,216,05,SURG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,9.6922
217,217,05,SURG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,6.4987
218,218,05,SURG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W/O CC/MCC,5.1734
219,219,05,SURG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,8.0815
220,220,05,SURG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,5.2602
221,221,05,SURG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,4.3663
222,222,05,SURG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,8.6807
223,223,05,SURG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,6.3309
224,224,05,SURG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,7.7154
225,225,05,SURG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,5.9511
226,226,05,SURG,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,6.7895
227,227,05,SURG,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,5.15
228,228,05,SURG,OTHER CARDIOTHORACIC PROCEDURES W MCC,7.3445
229,229,05,SURG,OTHER CARDIOTHORACIC PROCEDURES W CC,4.6552
230,230,05,SURG,OTHER CARDIOTHORACIC PROCEDURES W/O CC/MCC,3.6603
231,231,05,SURG,CORONARY BYPASS W PTCA W MCC,7.9084
232,232,05,SURG,CORONARY BYPASS W PTCA W/O MCC,5.669
233,233,05,SURG,CORONARY BYPASS W CARDIAC CATH W MCC,7.1418
234,234,05,SURG,CORONARY BYPASS W CARDIAC CATH W/O MCC,4.8314
235,235,05,SURG,CORONARY BYPASS W/O CARDIAC CATH W MCC,5.9063
236,236,05,SURG,CORONARY BYPASS W/O CARDIAC CATH W/O MCC,3.772
237,237,05,SURG,MAJOR CARDIOVASC PROCEDURES W MCC,5.1221
238,238,05,SURG,MAJOR CARDIOVASC PROCEDURES W/O MCC,3.0979
239,239,05,SURG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,4.7401
240,240,05,SURG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,2.6063
241,241,05,SURG,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W/O CC/MCC,1.4939
242,242,05,SURG,PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,3.6835
243,243,05,SURG,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,2.6363
244,244,05,SURG,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,2.0538
245,245,05,SURG,AICD GENERATOR PROCEDURES,4.1967
246,246,05,SURG,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,3.1727
247,247,05,SURG,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,1.9828
248,248,05,SURG,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ VES/STENTS,2.9396
249,249,05,SURG,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,1.8132
250,250,05,SURG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,2.8921
251,251,05,SURG,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,1.8447
252,252,05,SURG,OTHER VASCULAR PROCEDURES W MCC,2.9865
253,253,05,SURG,OTHER VASCULAR PROCEDURES W CC,2.4432
254,254,05,SURG,OTHER VASCULAR PROCEDURES W/O CC/MCC,1.6521
255,255,05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,2.5192
256,256,05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,1.6035
257,257,05,SURG,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,0.9071
258,258,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,2.9714
259,259,05,SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,1.8217
260,260,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,3.6297
261,261,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,1.675
262,262,05,SURG,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,1.1756
263,263,05,SURG,VEIN LIGATION & STRIPPING,1.6226
264,264,05,SURG,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,2.558
265,265,05,SURG,AICD LEAD PROCEDURES,2.3133
280,280,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1.7901
281,281,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",1.1478
282,282,05,MED,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",0.7856
283,283,05,MED,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",1.7118
284,284,05,MED,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W CC",0.84
285,285,05,MED,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W/O CC/MCC",0.5401
286,286,05,MED,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",2.036
287,287,05,MED,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",1.0743
288,288,05,MED,ACUTE & SUBACUTE ENDOCARDITIS W MCC,2.8654
289,289,05,MED,ACUTE & SUBACUTE ENDOCARDITIS W CC,1.8502
290,290,05,MED,ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC,1.1141
291,291,05,MED,HEART FAILURE & SHOCK W MCC,1.501
292,292,05,MED,HEART FAILURE & SHOCK W CC,1.0214
293,293,05,MED,HEART FAILURE & SHOCK W/O CC/MCC,0.6756
294,294,05,MED,DEEP VEIN THROMBOPHLEBITIS W CC/MCC,0.9916
295,295,05,MED,DEEP VEIN THROMBOPHLEBITIS W/O CC/MCC,0.6992
296,296,05,MED,"CARDIAC ARREST, UNEXPLAINED W MCC",1.2895
297,297,05,MED,"CARDIAC ARREST, UNEXPLAINED W CC",0.6574
298,298,05,MED,"CARDIAC ARREST, UNEXPLAINED W/O CC/MCC",0.4048
299,299,05,MED,PERIPHERAL VASCULAR DISORDERS W MCC,1.3719
300,300,05,MED,PERIPHERAL VASCULAR DISORDERS W CC,0.9697
301,301,05,MED,PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,0.6646
302,302,05,MED,ATHEROSCLEROSIS W MCC,1.0029
303,303,05,MED,ATHEROSCLEROSIS W/O MCC,0.5737
304,304,05,MED,HYPERTENSION W MCC,0.9797
305,305,05,MED,HYPERTENSION W/O MCC,0.613
306,306,05,MED,CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,1.3321
307,307,05,MED,CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,0.7732
308,308,05,MED,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,1.2283
309,309,05,MED,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,0.8155
310,310,05,MED,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,0.5608
311,311,05,MED,ANGINA PECTORIS,0.5067
312,312,05,MED,SYNCOPE & COLLAPSE,0.7139
313,313,05,MED,CHEST PAIN,0.5434
314,314,05,MED,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,1.8386
315,315,05,MED,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,0.9612
316,316,05,MED,OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,0.6068
326,326,06,SURG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",5.6803
327,327,06,SURG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",2.747
328,328,06,SURG,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",1.3848
329,329,06,SURG,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,5.3215
330,330,06,SURG,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,2.5911
331,331,06,SURG,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,1.6254
332,332,06,SURG,RECTAL RESECTION W MCC,4.8691
333,333,06,SURG,RECTAL RESECTION W CC,2.4758
334,334,06,SURG,RECTAL RESECTION W/O CC/MCC,1.6038
335,335,06,SURG,PERITONEAL ADHESIOLYSIS W MCC,4.2876
336,336,06,SURG,PERITONEAL ADHESIOLYSIS W CC,2.3392
337,337,06,SURG,PERITONEAL ADHESIOLYSIS W/O CC/MCC,1.4956
338,338,06,SURG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,3.2639
339,339,06,SURG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,1.8484
340,340,06,SURG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,1.2308
341,341,06,SURG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,2.357
342,342,06,SURG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,1.3477
343,343,06,SURG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,0.9587
344,344,06,SURG,MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,3.274
345,345,06,SURG,MINOR SMALL & LARGE BOWEL PROCEDURES W CC,1.6986
346,346,06,SURG,MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,1.1679
347,347,06,SURG,ANAL & STOMAL PROCEDURES W MCC,2.533
348,348,06,SURG,ANAL & STOMAL PROCEDURES W CC,1.4031
349,349,06,SURG,ANAL & STOMAL PROCEDURES W/O CC/MCC,0.8075
350,350,06,SURG,INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,2.5207
351,351,06,SURG,INGUINAL & FEMORAL HERNIA PROCEDURES W CC,1.3837
352,352,06,SURG,INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,0.8625
353,353,06,SURG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,2.8433
354,354,06,SURG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,1.5691
355,355,06,SURG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,1.0743
356,356,06,SURG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,3.9628
357,357,06,SURG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,2.1838
358,358,06,SURG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,1.3062
368,368,06,MED,MAJOR ESOPHAGEAL DISORDERS W MCC,1.8526
369,369,06,MED,MAJOR ESOPHAGEAL DISORDERS W CC,1.0882
370,370,06,MED,MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,0.7469
371,371,06,MED,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,2.0364
372,372,06,MED,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,1.2811
373,373,06,MED,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,0.8437
374,374,06,MED,DIGESTIVE MALIGNANCY W MCC,2.0951
375,375,06,MED,DIGESTIVE MALIGNANCY W CC,1.2851
376,376,06,MED,DIGESTIVE MALIGNANCY W/O CC/MCC,0.8715
377,377,06,MED,G.I. HEMORRHAGE W MCC,1.764
378,378,06,MED,G.I. HEMORRHAGE W CC,1.0238
379,379,06,MED,G.I. HEMORRHAGE W/O CC/MCC,0.7067
380,380,06,MED,COMPLICATED PEPTIC ULCER W MCC,1.8855
381,381,06,MED,COMPLICATED PEPTIC ULCER W CC,1.1311
382,382,06,MED,COMPLICATED PEPTIC ULCER W/O CC/MCC,0.8023
383,383,06,MED,UNCOMPLICATED PEPTIC ULCER W MCC,1.2509
384,384,06,MED,UNCOMPLICATED PEPTIC ULCER W/O MCC,0.8474
385,385,06,MED,INFLAMMATORY BOWEL DISEASE W MCC,1.8525
386,386,06,MED,INFLAMMATORY BOWEL DISEASE W CC,1.0598
387,387,06,MED,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,0.7747
388,388,06,MED,G.I. OBSTRUCTION W MCC,1.6603
389,389,06,MED,G.I. OBSTRUCTION W CC,0.9345
390,390,06,MED,G.I. OBSTRUCTION W/O CC/MCC,0.6399
391,391,06,MED,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",1.1844
392,392,06,MED,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",0.7241
