APR-DRG,SEVERITY,DRG_CODE,MDC,DESCRIPTION,WEIGHT
22,2,222,01,Ventricular Shunt Procedures,1.6847
22,3,223,01,Ventricular Shunt Procedures,3.8264
22,4,224,01,Ventricular Shunt Procedures,9.464
23,1,231,01,Spinal Procedures,1.6162
23,2,232,01,Spinal Procedures,2.2764
23,3,233,01,Spinal Procedures,3.3895
23,4,234,01,Spinal Procedures,8.2453
24,1,241,01,Extracranial Vascular Procedures,1.3155
24,2,242,01,Extracranial Vascular Procedures,1.8077
24,3,243,01,Extracranial Vascular Procedures,3.7495
24,4,244,01,Extracranial Vascular Procedures,7.3031
26,1,261,01,Other Nervous System & Related Procedures,1.1997
26,2,262,01,Other Nervous System & Related Procedures,2.0339
26,3,263,01,Other Nervous System & Related Procedures,3.0248
26,4,264,01,Other Nervous System & Related Procedures,9.676
40,1,401,01,Spinal Disorders & Injuries,0.797
40,2,402,01,Spinal Disorders & Injuries,1.1854
40,3,403,01,Spinal Disorders & Injuries,2.0312
40,4,404,01,Spinal Disorders & Injuries,2.5525
41,1,411,01,Nervous System Malignancy,0.7938
41,2,412,01,Nervous System Malignancy,0.9543
41,3,413,01,Nervous System Malignancy,1.7427
41,4,414,01,Nervous System Malignancy,3.5738
42,1,421,01,Degenerative Nervous System Disorders Exc Mult Sclerosis,0.594
42,2,422,01,Degenerative Nervous System Disorders Exc Mult Sclerosis,0.8563
42,3,423,01,Degenerative Nervous System Disorders Exc Mult Sclerosis,1.6321
42,4,424,01,Degenerative Nervous System Disorders Exc Mult Sclerosis,1.9311
43,1,431,01,Multiple Sclerosis & Other Demyelinating Diseases,0.7607
43,2,432,01,Multiple Sclerosis & Other Demyelinating Diseases,0.9537
43,3,433,01,Multiple Sclerosis & Other Demyelinating Diseases,2.1717
43,4,434,01,Multiple Sclerosis & Other Demyelinating Diseases,5.0614
44,1,441,01,Intracranial Hemorrhage,1.0636
44,2,442,01,Intracranial Hemorrhage,1.5
44,3,443,01,Intracranial Hemorrhage,2.1018
44,4,444,01,Intracranial Hemorrhage,3.2733
45,1,451,01,CVA & Precerebral Occulusion w/ Infarct,0.8647
45,2,452,01,CVA & Precerebral Occulusion w/ Infarct,1.1099
45,3,453,01,CVA & Precerebral Occulusion w/ Infarct,1.7883
45,4,454,01,CVA & Precerebral Occulusion w/ Infarct,4.0274
46,1,461,01,Nonspecific CVA & Precerebral Occlusion w/o Infarct,0.693
46,2,462,01,Nonspecific CVA & Precerebral Occlusion w/o Infarct,0.8745
46,3,463,01,Nonspecific CVA & Precerebral Occlusion w/o Infarct,1.2061
46,4,464,01,Nonspecific CVA & Precerebral Occlusion w/o Infarct,1.2265
47,1,471,01,Transient Ischemia,0.5356
47,2,472,01,Transient Ischemia,0.6432
47,3,473,01,Transient Ischemia,0.8821
47,4,474,01,Transient Ischemia,0.9133
48,1,481,01,"Peripheral, Cranial & Autonomic Nerve Disorders",0.5794
48,2,482,01,"Peripheral, Cranial & Autonomic Nerve Disorders",0.797
48,3,483,01,"Peripheral, Cranial & Autonomic Nerve Disorders",1.1983
48,4,484,01,"Peripheral, Cranial & Autonomic Nerve Disorders",2.9573
49,1,491,01,Bacterial & Tuberculous Infections of Nervous System,1.4315
49,2,492,01,Bacterial & Tuberculous Infections of Nervous System,2.3339
49,3,493,01,Bacterial & Tuberculous Infections of Nervous System,2.9812
49,4,494,01,Bacterial & Tuberculous Infections of Nervous System,5.4049
50,1,501,01,Non-bacterial Infections of Nervous System Exc Viral Meningitis,0.8392
50,2,502,01,Non-bacterial Infections of Nervous System Exc Viral Meningitis,1.2506
50,3,503,01,Non-bacterial Infections of Nervous System Exc Viral Meningitis,2.4164
50,4,504,01,Non-bacterial Infections of Nervous System Exc Viral Meningitis,5.3477
51,1,511,01,Viral Meningitis,0.6045
51,2,512,01,Viral Meningitis,0.8652
51,3,513,01,Viral Meningitis,1.4816
51,4,514,01,Viral Meningitis,1.7369
52,1,521,01,Nontraumatic Stupor & Coma,0.6338
52,2,522,01,Nontraumatic Stupor & Coma,0.8279
52,3,523,01,Nontraumatic Stupor & Coma,1.2775
52,4,524,01,Nontraumatic Stupor & Coma,3.1724
53,1,531,01,Seizure,0.4773
53,2,532,01,Seizure,0.6025
53,3,533,01,Seizure,0.9257
53,4,534,01,Seizure,3.0269
54,1,541,01,Migraine & Other Headaches,0.4777
54,2,542,01,Migraine & Other Headaches,0.5835
54,3,543,01,Migraine & Other Headaches,0.7993
54,4,544,01,Migraine & Other Headaches,0.8624
55,1,551,01,Head Trauma w/ Coma > 1 Hr or Hemorrhage,0.6184
55,2,552,01,Head Trauma w/ Coma > 1 Hr or Hemorrhage,0.9908
55,3,553,01,Head Trauma w/ Coma > 1 Hr or Hemorrhage,1.9133
55,4,554,01,Head Trauma w/ Coma > 1 Hr or Hemorrhage,3.9484
56,1,561,01,"Brain Contusion/Laceration & Compliated Skull FX, COMA < 1 HR OR No Coma",0.5372
56,2,562,01,"Brain Contusion/Laceration & Compliated Skull FX, COMA < 1 HR OR No Coma",0.8486
56,3,563,01,"Brain Contusion/Laceration & Compliated Skull FX, COMA < 1 HR OR No Coma",1.7271
56,4,564,01,"Brain Contusion/Laceration & Compliated Skull FX, COMA < 1 HR OR No Coma",5.2477
57,1,571,01,"Concussion, Closed Skull FX Nos, Uncomplicated Intracranial Injury, Coma <1 Hr or No Coma",0.3467
57,2,572,01,"Concussion, Closed Skull FX Nos, Uncomplicated Intracranial Injury, Coma <1 Hr or No Coma",0.5454
57,3,573,01,"Concussion, Closed Skull FX Nos, Uncomplicated Intracranial Injury, Coma <1 Hr or No Coma",1.0212
57,4,574,01,"Concussion, Closed Skull FX Nos, Uncomplicated Intracranial Injury, Coma <1 Hr or No Coma",1.2659
58,1,581,01,Other Disorders of Nervous System,0.565
58,2,582,01,Other Disorders of Nervous System,0.8262
58,3,583,01,Other Disorders of Nervous System,1.3958
58,4,584,01,Other Disorders of Nervous System,3.2305
70,1,701,02,Orbital Procedures,0.775
70,2,702,02,Orbital Procedures,1.1974
70,3,703,02,Orbital Procedures,2.4603
70,4,704,02,Orbital Procedures,2.8681
73,1,731,02,Eye Procedures Except Orbit,0.6968
73,2,732,02,Eye Procedures Except Orbit,0.8776
73,3,733,02,Eye Procedures Except Orbit,1.6439
73,4,734,02,Eye Procedures Except Orbit,1.7164
80,1,801,02,Acute Major Eye Infections,0.5132
80,2,802,02,Acute Major Eye Infections,0.707
80,3,803,02,Acute Major Eye Infections,1.1385
80,4,804,02,Acute Major Eye Infections,1.3348
82,1,821,02,Eye Disorders Except Major Infections,0.4976
82,2,822,02,Eye Disorders Except Major Infections,0.6319
82,3,823,02,Eye Disorders Except Major Infections,1.0424
82,4,824,02,Eye Disorders Except Major Infections,1.0678
89,1,891,03,Major Cranial/Facial Bone Procedures,1.4612
89,2,892,03,Major Cranial/Facial Bone Procedures,2.2395
89,3,893,03,Major Cranial/Facial Bone Procedures,3.8619
89,4,894,03,Major Cranial/Facial Bone Procedures,15.1508
90,1,901,03,Major Larynx & Trachea Procedures,0.7521
90,2,902,03,Major Larynx & Trachea Procedures,2.3502
90,3,903,03,Major Larynx & Trachea Procedures,4.5562
90,4,904,03,Major Larynx & Trachea Procedures,6.0965
91,1,911,03,Other Major Head & Neck Procedures,1.3223
91,2,912,03,Other Major Head & Neck Procedures,4.3011
91,3,913,03,Other Major Head & Neck Procedures,4.9884
91,4,914,03,Other Major Head & Neck Procedures,4.9884
92,1,921,03,Facial Bone Procedures Except Major Cranial/Facial Bone Procedures,1.0663
92,2,922,03,Facial Bone Procedures Except Major Cranial/Facial Bone Procedures,1.3469
92,3,923,03,Facial Bone Procedures Except Major Cranial/Facial Bone Procedures,2.3135
92,4,924,03,Facial Bone Procedures Except Major Cranial/Facial Bone Procedures,2.7077
93,1,931,03,Sinus & Mastoid Procedures,0.8189
93,2,932,03,Sinus & Mastoid Procedures,1.1568
93,3,933,03,Sinus & Mastoid Procedures,2.2029
93,4,934,03,Sinus & Mastoid Procedures,2.4375
95,1,951,03,Cleft Lip & Palate Repair,0.6672
95,2,952,03,Cleft Lip & Palate Repair,0.81
95,3,953,03,Cleft Lip & Palate Repair,1.284
95,4,954,03,Cleft Lip & Palate Repair,1.4964
97,1,971,03,Tonsill & Adenoid Procedures,0.4625
97,2,972,03,Tonsill & Adenoid Procedures,0.7137
97,3,973,03,Tonsill & Adenoid Procedures,1.442
97,4,974,03,Tonsill & Adenoid Procedures,1.7618
98,1,981,03,"Other Ear, Nose, Mouth & Throat Procedures",0.736
98,2,982,03,"Other Ear, Nose, Mouth & Throat Procedures",0.9888
98,3,983,03,"Other Ear, Nose, Mouth & Throat Procedures",2.2662
98,4,984,03,"Other Ear, Nose, Mouth & Throat Procedures",4.3656
110,1,1101,03,"Ear, Nose, Mouth Throat, Cranial/Facial Malignancies",0.5655
110,2,1102,03,"Ear, Nose, Mouth Throat, Cranial/Facial Malignancies",0.8684
110,3,1103,03,"Ear, Nose, Mouth Throat, Cranial/Facial Malignancies",1.8318
110,4,1104,03,"Ear, Nose, Mouth Throat, Cranial/Facial Malignancies",4.0545
111,1,1111,03,Vertigo & Other Labyrinth Disorders,0.4331
111,2,1112,03,Vertigo & Other Labyrinth Disorders,0.549
111,3,1113,03,Vertigo & Other Labyrinth Disorders,0.7448
111,4,1114,03,Vertigo & Other Labyrinth Disorders,0.77
113,1,1131,03,Infections Of The Upper Respiratory Tract,0.3669
113,2,1132,03,Infections Of The Upper Respiratory Tract,0.4792
113,3,1133,03,Infections Of The Upper Respiratory Tract,0.7756
113,4,1134,03,Infections Of The Upper Respiratory Tract,2.2327
114,1,1141,03,Dental & Oral Diseases & Injuries,0.4899
114,2,1142,03,Dental & Oral Diseases & Injuries,0.6479
114,3,1143,03,Dental & Oral Diseases & Injuries,1.1871
114,4,1144,03,Dental & Oral Diseases & Injuries,1.2238
115,1,1151,03,"Other Ear, Nose, Mouth,Throat & Cranial/Facial Diagnoses",0.4439
115,2,1152,03,"Other Ear, Nose, Mouth,Throat & Cranial/Facial Diagnoses",0.6083
115,3,1153,03,"Other Ear, Nose, Mouth,Throat & Cranial/Facial Diagnoses",1.0597
115,4,1154,03,"Other Ear, Nose, Mouth,Throat & Cranial/Facial Diagnoses",2.4542
120,1,1201,04,Major Respiratory & Chest Procedures,1.8793
120,2,1202,04,Major Respiratory & Chest Procedures,2.422
120,3,1203,04,Major Respiratory & Chest Procedures,3.763
120,4,1204,04,Major Respiratory & Chest Procedures,7.3739
121,1,1211,04,Other Respiratory & Chest Procedures,1.3587
121,2,1212,04,Other Respiratory & Chest Procedures,1.8465
121,3,1213,04,Other Respiratory & Chest Procedures,3.3124
121,4,1214,04,Other Respiratory & Chest Procedures,6.7214
130,1,1301,04,Respiratory System Diagnosis w/ Ventilator Support 96+ Hours,2.9897
130,2,1302,04,Respiratory System Diagnosis w/ Ventilator Support 96+ Hours,3.4205
130,3,1303,04,Respiratory System Diagnosis w/ Ventilator Support 96+ Hours,4.25
130,4,1304,04,Respiratory System Diagnosis w/ Ventilator Support 96+ Hours,6.2873
131,1,1311,04,Cystic Fibrosis - Pulmonary Disease,1.2944
131,2,1312,04,Cystic Fibrosis - Pulmonary Disease,1.616
131,3,1313,04,Cystic Fibrosis - Pulmonary Disease,2.0779
131,4,1314,04,Cystic Fibrosis - Pulmonary Disease,3.2225
132,1,1321,04,BPD & Oth Chronic Respiratory Dis Arising In Perinatal Period,0.637
132,2,1322,04,BPD & Oth Chronic Respiratory Dis Arising In Perinatal Period,0.8509
132,3,1323,04,BPD & Oth Chronic Respiratory Dis Arising In Perinatal Period,1.4545
132,4,1324,04,BPD & Oth Chronic Respiratory Dis Arising In Perinatal Period,2.5228
133,1,1331,04,Pulmonary Edema & Respiratory Failure,0.5709
133,2,1332,04,Pulmonary Edema & Respiratory Failure,1.0371
133,3,1333,04,Pulmonary Edema & Respiratory Failure,1.4835
133,4,1334,04,Pulmonary Edema & Respiratory Failure,2.1678
134,1,1341,04,Pulmonary Embolism,0.9278
134,2,1342,04,Pulmonary Embolism,1.1415
134,3,1343,04,Pulmonary Embolism,1.7251
134,4,1344,04,Pulmonary Embolism,2.9747
135,1,1351,04,Major Chest & Respiratory Trauma,0.5786
135,2,1352,04,Major Chest & Respiratory Trauma,0.7957
135,3,1353,04,Major Chest & Respiratory Trauma,1.3071
135,4,1354,04,Major Chest & Respiratory Trauma,2.5477
136,1,1361,04,Respiratory Malignancy,0.6798
136,2,1362,04,Respiratory Malignancy,1.0352
136,3,1363,04,Respiratory Malignancy,1.8544
136,4,1364,04,Respiratory Malignancy,3.2801
137,1,1371,04,Major Respiratory Infections & Inflammations,1.082
137,2,1372,04,Major Respiratory Infections & Inflammations,1.1703
137,3,1373,04,Major Respiratory Infections & Inflammations,1.7685
137,4,1374,04,Major Respiratory Infections & Inflammations,2.8954
138,1,1381,04,Bronchiolitis & RSV Pneumonia,0.4662
138,2,1382,04,Bronchiolitis & RSV Pneumonia,0.6327
138,3,1383,04,Bronchiolitis & RSV Pneumonia,1.2408
138,4,1384,04,Bronchiolitis & RSV Pneumonia,2.1045
139,1,1391,04,Other Pneumonia,0.5133
139,2,1392,04,Other Pneumonia,0.7337
139,3,1393,04,Other Pneumonia,1.2236
139,4,1394,04,Other Pneumonia,2.2499
140,1,1401,04,Chronic Obstructive Pulmonary Disease,0.627
140,2,1402,04,Chronic Obstructive Pulmonary Disease,0.8071
140,3,1403,04,Chronic Obstructive Pulmonary Disease,1.1538
140,4,1404,04,Chronic Obstructive Pulmonary Disease,2.3215
141,1,1411,04,Asthma,0.4515
141,2,1412,04,Asthma,0.5849
141,3,1413,04,Asthma,0.8642
141,4,1414,04,Asthma,1.5359
142,1,1421,04,Interstitial Lung Disease,0.7949
142,2,1422,04,Interstitial Lung Disease,0.9945
142,3,1423,04,Interstitial Lung Disease,1.4182
142,4,1424,04,Interstitial Lung Disease,2.6385
143,1,1431,04,"Other Respiratory Diagnosis Except Signs, Symptoms & Minor Diagnoses",0.563
143,2,1432,04,"Other Respiratory Diagnosis Except Signs, Symptoms & Minor Diagnoses",0.8083
143,3,1433,04,"Other Respiratory Diagnosis Except Signs, Symptoms & Minor Diagnoses",1.3208
143,4,1434,04,"Other Respiratory Diagnosis Except Signs, Symptoms & Minor Diagnoses",2.0517
144,1,1441,04,"Respiratory System Signs, Symptoms & Other Diagnoses",0.4587
144,2,1442,04,"Respiratory System Signs, Symptoms & Other Diagnoses",0.5786
144,3,1443,04,"Respiratory System Signs, Symptoms & Other Diagnoses",0.8466
144,4,1444,04,"Respiratory System Signs, Symptoms & Other Diagnoses",1.4822
160,1,1601,05,Major Cardiothoracic Repair of Heart Anomaly,2.5355
160,2,1602,05,Major Cardiothoracic Repair of Heart Anomaly,3.0823
160,3,1603,05,Major Cardiothoracic Repair of Heart Anomaly,4.7136
160,4,1604,05,Major Cardiothoracic Repair of Heart Anomaly,8.2212
161,1,1611,05,Cardiac Defibrillator & Heart Assist Anomaly,5.2653
161,2,1612,05,Cardiac Defibrillator & Heart Assist Anomaly,5.5811
161,3,1613,05,Cardiac Defibrillator & Heart Assist Anomaly,6.4244
161,4,1614,05,Cardiac Defibrillator & Heart Assist Anomaly,16.1564
162,1,1621,05,Cardiac Valve Procedures w/ Cardiac Catheterization,4.259
162,2,1622,05,Cardiac Valve Procedures w/ Cardiac Catheterization,4.9876
162,3,1623,05,Cardiac Valve Procedures w/ Cardiac Catheterization,6.3143
162,4,1624,05,Cardiac Valve Procedures w/ Cardiac Catheterization,10.4316
163,1,1631,05,Cardiac Valve Procedures w/o Cardiac Catheterization,3.4677
163,2,1632,05,Cardiac Valve Procedures w/o Cardiac Catheterization,4.1845
163,3,1633,05,Cardiac Valve Procedures w/o Cardiac Catheterization,5.2145
163,4,1634,05,Cardiac Valve Procedures w/o Cardiac Catheterization,9.5137
165,1,1651,05,Coronary Bypass w/ Cardiac Cath Or Percutaneous Cardiac Procedure,3.6228
165,2,1652,05,Coronary Bypass w/ Cardiac Cath Or Percutaneous Cardiac Procedure,4.0786
165,3,1653,05,Coronary Bypass w/ Cardiac Cath Or Percutaneous Cardiac Procedure,5.1509
165,4,1654,05,Coronary Bypass w/ Cardiac Cath Or Percutaneous Cardiac Procedure,8.0929
166,1,1661,05,Coronary Bypass w/o Cardiac Cath Or Percutaneous Cardiac Procedure,2.8518
166,2,1662,05,Coronary Bypass w/o Cardiac Cath Or Percutaneous Cardiac Procedure,3.2463
166,3,1663,05,Coronary Bypass w/o Cardiac Cath Or Percutaneous Cardiac Procedure,4.0782
166,4,1664,05,Coronary Bypass w/o Cardiac Cath Or Percutaneous Cardiac Procedure,7.201
167,1,1671,05,Other Cardiothoracic Procedures,2.4196
167,2,1672,05,Other Cardiothoracic Procedures,3.154
167,3,1673,05,Other Cardiothoracic Procedures,4.0315
167,4,1674,05,Other Cardiothoracic Procedures,6.7947
169,1,1691,05,Major Thoracic & Abdominal Vascular Procedures,1.8311
169,2,1692,05,Major Thoracic & Abdominal Vascular Procedures,2.5396
169,3,1693,05,Major Thoracic & Abdominal Vascular Procedures,4.0371
169,4,1694,05,Major Thoracic & Abdominal Vascular Procedures,8.2705
170,1,1701,05,"Permanent Cardiac Pacemaker Implant w/ AMI, Heart Failure or Shock",3.1333
170,2,1702,05,"Permanent Cardiac Pacemaker Implant w/ AMI, Heart Failure or Shock",3.2068
170,3,1703,05,"Permanent Cardiac Pacemaker Implant w/ AMI, Heart Failure or Shock",4.5903
170,4,1704,05,"Permanent Cardiac Pacemaker Implant w/ AMI, Heart Failure or Shock",5.1239
171,1,1711,05,"Perm Cardiac Pacemaker Implant w/o AMI, Heart Failure or Shock",2.1252
171,2,1712,05,"Perm Cardiac Pacemaker Implant w/o AMI, Heart Failure or Shock",2.4894
171,3,1713,05,"Perm Cardiac Pacemaker Implant w/o AMI, Heart Failure or Shock",3.2519
171,4,1714,05,"Perm Cardiac Pacemaker Implant w/o AMI, Heart Failure or Shock",5.9865
173,1,1731,05,Other Vascular Procedures,1.607
173,2,1732,05,Other Vascular Procedures,2.1634
173,3,1733,05,Other Vascular Procedures,3.4875
173,4,1734,05,Other Vascular Procedures,7.4336
174,1,1741,05,Percutaneous Cardiovascular Procedures w/ AMI,2.1295
174,2,1742,05,Percutaneous Cardiovascular Procedures w/ AMI,2.316
174,3,1743,05,Percutaneous Cardiovascular Procedures w/ AMI,2.896
174,4,1744,05,Percutaneous Cardiovascular Procedures w/ AMI,4.1664
175,1,1751,05,Percutaneous Cardiovascular Procedures w/o AMI,1.6232
175,2,1752,05,Percutaneous Cardiovascular Procedures w/o AMI,1.7301
175,3,1753,05,Percutaneous Cardiovascular Procedures w/o AMI,2.2627
175,4,1754,05,Percutaneous Cardiovascular Procedures w/o AMI,4.0769
176,1,1761,05,Cardiac Pacemaker & Defibrillator Device Replacement,1.6006
176,2,1762,05,Cardiac Pacemaker & Defibrillator Device Replacement,4.2493
176,3,1763,05,Cardiac Pacemaker & Defibrillator Device Replacement,4.2718
176,4,1764,05,Cardiac Pacemaker & Defibrillator Device Replacement,4.2718
177,1,1771,05,Cardiac Pacemaker & Defibrillator Revision Except Device Replacement,1.2755
177,2,1772,05,Cardiac Pacemaker & Defibrillator Revision Except Device Replacement,1.792
177,3,1773,05,Cardiac Pacemaker & Defibrillator Revision Except Device Replacement,2.9203
177,4,1774,05,Cardiac Pacemaker & Defibrillator Revision Except Device Replacement,5.4152
180,1,1801,05,Other Circulatory System Procedures,1.1995
180,2,1802,05,Other Circulatory System Procedures,1.8492
180,3,1803,05,Other Circulatory System Procedures,2.9567
180,4,1804,05,Other Circulatory System Procedures,5.9689
190,1,1901,05,Acute Myocardial Infarction,0.873
190,2,1902,05,Acute Myocardial Infarction,1.0659
190,3,1903,05,Acute Myocardial Infarction,1.5868
190,4,1904,05,Acute Myocardial Infarction,2.8211
191,1,1911,05,Cardiac Catheterization w/ Circ Disord Exc Ischemic Heart Disease,0.9254
191,2,1912,05,Cardiac Catheterization w/ Circ Disord Exc Ischemic Heart Disease,1.1465
191,3,1913,05,Cardiac Catheterization w/ Circ Disord Exc Ischemic Heart Disease,1.6002
191,4,1914,05,Cardiac Catheterization w/ Circ Disord Exc Ischemic Heart Disease,3.937
192,1,1921,05,Cardiac Catheterization for Ischemic Heart Disease,0.7106
192,2,1922,05,Cardiac Catheterization for Ischemic Heart Disease,0.861
192,3,1923,05,Cardiac Catheterization for Ischemic Heart Disease,1.2558
192,4,1924,05,Cardiac Catheterization for Ischemic Heart Disease,2.3065
193,1,1931,05,Acute & Subacute Endocarditis,0.9656
193,2,1932,05,Acute & Subacute Endocarditis,1.4239
193,3,1933,05,Acute & Subacute Endocarditis,2.5769
193,4,1934,05,Acute & Subacute Endocarditis,4.5656
194,1,1941,05,Heart Failure,0.6105
194,2,1942,05,Heart Failure,0.8438
194,3,1943,05,Heart Failure,1.3858
194,4,1944,05,Heart Failure,3.3533
196,1,1961,05,Cardiac Arrest,0.547
196,2,1962,05,Cardiac Arrest,0.5585
196,3,1963,05,Cardiac Arrest,0.9098
196,4,1964,05,Cardiac Arrest,2.4005
197,1,1971,05,Peripheral & Other Vascular Disorders,0.6613
197,2,1972,05,Peripheral & Other Vascular Disorders,0.8858
197,3,1973,05,Peripheral & Other Vascular Disorders,1.332
197,4,1974,05,Peripheral & Other Vascular Disorders,2.8034
198,1,1981,05,Angina Pectoris & Coronary Atherosclerosis,0.417
198,2,1982,05,Angina Pectoris & Coronary Atherosclerosis,0.5396
198,3,1983,05,Angina Pectoris & Coronary Atherosclerosis,0.7596
198,4,1984,05,Angina Pectoris & Coronary Atherosclerosis,1.4383
199,1,1991,05,Hypertension,0.4416
199,2,1992,05,Hypertension,0.583
199,3,1993,05,Hypertension,0.9484
199,4,1994,05,Hypertension,2.3922
200,1,2001,05,Cardiac Congenital & Valvular Disorders,0.4958
200,2,2002,05,Cardiac Congenital & Valvular Disorders,0.7244
200,3,2003,05,Cardiac Congenital & Valvular Disorders,1.2604
200,4,2004,05,Cardiac Congenital & Valvular Disorders,4.988
201,1,2011,05,Cardiac Arrhythmia & Conduction Disorders,0.4628
201,2,2012,05,Cardiac Arrhythmia & Conduction Disorders,0.6552
201,3,2013,05,Cardiac Arrhythmia & Conduction Disorders,1.0882
201,4,2014,05,Cardiac Arrhythmia & Conduction Disorders,2.5877
203,1,2031,05,Chest Pain,0.3796
203,2,2032,05,Chest Pain,0.4695
203,3,2033,05,Chest Pain,0.6736
203,4,2034,05,Chest Pain,1.3301
204,1,2041,05,Syncope & Collapse,0.4485
204,2,2042,05,Syncope & Collapse,0.5876
204,3,2043,05,Syncope & Collapse,0.8479
204,4,2044,05,Syncope & Collapse,1.7579
205,1,2051,05,Cardiomyopathy,0.5025
205,2,2052,05,Cardiomyopathy,0.6874
205,3,2053,05,Cardiomyopathy,1.1682
205,4,2054,05,Cardiomyopathy,1.365
206,1,2061,05,"Malfunction, Reaction & Comp of Cardiac or Vasc Device or Proc",0.5951
206,2,2062,05,"Malfunction, Reaction & Comp of Cardiac or Vasc Device or Proc",0.819
206,3,2063,05,"Malfunction, Reaction & Comp of Cardiac or Vasc Device or Proc",1.4973
206,4,2064,05,"Malfunction, Reaction & Comp of Cardiac or Vasc Device or Proc",3.2719
207,1,2071,05,Other Circulatory System Diagnoses,0.5112
207,2,2072,05,Other Circulatory System Diagnoses,0.7656
207,3,2073,05,Other Circulatory System Diagnoses,1.212
207,4,2074,05,Other Circulatory System Diagnoses,2.4557
220,1,2201,06,"Major Stomach, Esophageal & Duodenal Procedures",1.3154
220,2,2202,06,"Major Stomach, Esophageal & Duodenal Procedures",2.1499
220,3,2203,06,"Major Stomach, Esophageal & Duodenal Procedures",3.8751
220,4,2204,06,"Major Stomach, Esophageal & Duodenal Procedures",8.4067
221,1,2211,06,Major Small & Large Bowel Procedures,1.5312
221,2,2212,06,Major Small & Large Bowel Procedures,1.9809
221,3,2213,06,Major Small & Large Bowel Procedures,3.3365
221,4,2214,06,Major Small & Large Bowel Procedures,7.0797
222,1,2221,06,"Minor Stomach, Esophageal & Duodenal Procedures",0.8761
222,2,2222,06,"Minor Stomach, Esophageal & Duodenal Procedures",1.1855
222,3,2223,06,"Minor Stomach, Esophageal & Duodenal Procedures",2.7082
222,4,2224,06,"Minor Stomach, Esophageal & Duodenal Procedures",7.4636
223,1,2231,06,Minor Small & Large Bowel Procedures,1.2182
223,2,2232,06,Minor Small & Large Bowel Procedures,1.6218
223,3,2233,06,Minor Small & Large Bowel Procedures,2.5104
223,4,2234,06,Minor Small & Large Bowel Procedures,6.7072
224,1,2241,06,Peritoneal Adhesiolysis,1.2822
224,2,2242,06,Peritoneal Adhesiolysis,1.7343
224,3,2243,06,Peritoneal Adhesiolysis,2.9021
224,4,2244,06,Peritoneal Adhesiolysis,5.3942
225,1,2251,06,Appendectomy,0.7509
225,2,2252,06,Appendectomy,1.1238
225,3,2253,06,Appendectomy,2.0821
225,4,2254,06,Appendectomy,4.0924
226,1,2261,06,Anal Procedures,0.6391
226,2,2262,06,Anal Procedures,0.8707
226,3,2263,06,Anal Procedures,1.7304
226,4,2264,06,Anal Procedures,1.8832
227,1,2271,06,"Hernia Procedures Except Inguinal, Femoral & Umbilical",0.991
227,2,2272,06,"Hernia Procedures Except Inguinal, Femoral & Umbilical",1.3142
227,3,2273,06,"Hernia Procedures Except Inguinal, Femoral & Umbilical",2.2054
227,4,2274,06,"Hernia Procedures Except Inguinal, Femoral & Umbilical",4.7009
228,1,2281,06,"Inguinal, Femoral & Umbilical Hernia Procedures",0.7046
228,2,2282,06,"Inguinal, Femoral & Umbilical Hernia Procedures",0.9724
